P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
323859,2,신세계백화점,306,"배(신고, 600g)",1개,9250,Jul-12,프레쉬스타국내산2입18500원,2,대형마트,140000,중구
323860,2,신세계백화점,307,배추(2.5~3kg),1포기,4980,Jul-12,국내산,2,대형마트,140000,중구
323861,2,신세계백화점,308,무(1kg),1포기,3980,Jul-12,신세계 프레쉬스타,2,대형마트,140000,중구
323862,2,신세계백화점,24,양파,1망(1kg),2800,Jul-12,전북익산(),2,대형마트,140000,중구
323863,2,신세계백화점,23,상추,1봉지(100g),1766,Jul-12,국내산청상추150g2650,2,대형마트,140000,중구
323864,2,신세계백화점,311,오이(다다기),1개,993,Jul-12,취청오이3개2980원,2,대형마트,140000,중구
323865,2,신세계백화점,312,애호박,1개,1250,Jul-12,국내산인큐애호박2입2500,2,대형마트,140000,중구
323866,2,신세계백화점,58,"쇠고기(한우,불고기)",600g(1등급),15480,Jul-12,주식회사협신100g2580,2,대형마트,140000,중구
323867,2,신세계백화점,202,돼지고기(생삼겹살),600g,17100,Jul-12,프레쉬스타 100g2850원,2,대형마트,140000,중구
323868,2,신세계백화점,283,닭고기(육계),1마리(750g),8000,Jul-12,자연실록하림,2,대형마트,140000,중구
323869,2,신세계백화점,134,달걀(왕란),10개,2600,Jul-12,"산골왕중란, 15개 3900원",2,대형마트,140000,중구
323870,2,신세계백화점,136,"조기(국산,생물)",1마리(20cm),0,Jul-12,국내산참조기(입고안됨),2,대형마트,140000,중구
323871,2,신세계백화점,302,명태,1마리(45cm),0,Jul-12,러시아산(입고안됨),2,대형마트,140000,중구
323872,2,신세계백화점,256,"오징어(냉동,국산)",1마리(25cm),2166,Jul-12,3마리6500원생생한생물,2,대형마트,140000,중구
323873,2,신세계백화점,266,"고등어(생물,국산)",1마리(35cm),10000,Jul-12,국내산부산(생물고등어),2,대형마트,140000,중구
323874,130,롯데백화점 영등포점,305,"사과(부사, 300g)",1개,2800,Jul-12,부사6입1봉16800원,2,대형마트,560000,영등포구
323875,130,롯데백화점 영등포점,306,"배(신고, 600g)",1개,6600,Jul-12,신고배3입19800원,2,대형마트,560000,영등포구
323876,130,롯데백화점 영등포점,26,배추,1포기,2500,Jul-12,"프레가채소,솎음배추1통",2,대형마트,560000,영등포구
323877,130,롯데백화점 영등포점,274,"무(세척무, 중)",1개(2.2kg),2500,Jul-12,햇무프레가신선채소,2,대형마트,560000,영등포구
323878,130,롯데백화점 영등포점,272,양파(작은망),1망(1.5kg),3800,Jul-12,망양파8입,2,대형마트,560000,영등포구
323879,130,롯데백화점 영등포점,310,상추(100g),1봉지,1320,Jul-12,적상추150g 1980원,2,대형마트,560000,영등포구
323880,130,롯데백화점 영등포점,311,오이(다다기),1개,530,Jul-12,국산오이3입1580원,2,대형마트,560000,영등포구
323881,130,롯데백화점 영등포점,312,애호박,1개,1000,Jul-12,광양농협애호박,2,대형마트,560000,영등포구
323882,130,롯데백화점 영등포점,58,"쇠고기(한우,불고기)",600g(1+등급),17400,Jul-12,대관령한우100g2900원1등급,2,대형마트,560000,영등포구
323883,130,롯데백화점 영등포점,202,돼지고기(생삼겹살),600g,19200,Jul-12,제주삼겹살100g3200원,2,대형마트,560000,영등포구
323884,130,롯데백화점 영등포점,283,닭고기(육계),1마리(1.1kg),14400,Jul-12,하림토종닭,2,대형마트,560000,영등포구
323885,130,롯데백화점 영등포점,134,달걀(왕란),10개,1980,Jul-12,젤란신선특란10구1980원,2,대형마트,560000,영등포구
323886,130,롯데백화점 영등포점,136,"조기(국산,생물)",1마리(35cm),8500,Jul-12,"백조기8500원,중국부세조기6500원",2,대형마트,560000,영등포구
323887,130,롯데백화점 영등포점,302,명태,1마리(45cm),4500,Jul-12,러시아동태,2,대형마트,560000,영등포구
323888,130,롯데백화점 영등포점,254,"오징어(생물,국산)",1마리(30cm),2500,Jul-12,국산샘물오징어2마리4800원,2,대형마트,560000,영등포구
323889,130,롯데백화점 영등포점,266,"고등어(생물,국산)",1마리(35cm),6000,Jul-12,제주생물고등어,2,대형마트,560000,영등포구
323890,26,신창시장,305,"사과(부사, 300g)",1개,3000,Jul-12,경북,1,전통시장,320000,도봉구
323891,26,신창시장,306,"배(신고, 600g)",1개,3000,Jul-12,나주,1,전통시장,320000,도봉구
323892,26,신창시장,307,배추(2.5~3kg),1포기(2.1kg),2000,Jul-12,"전라도,2포기4,000원",1,전통시장,320000,도봉구
323893,26,신창시장,308,무(1kg),1개(1.1kg),1000,Jul-12,제주도,1,전통시장,320000,도봉구
323894,26,신창시장,24,양파,1망(1.5kg),1500,Jul-12,무안,1,전통시장,320000,도봉구
323895,26,신창시장,310,상추(100g),1봉지,625,Jul-12,"남양주, 400g2,500원",1,전통시장,320000,도봉구
323896,26,신창시장,311,오이(다다기),1개,250,Jul-12,"홍천,4개1,000원",1,전통시장,320000,도봉구
323897,26,신창시장,312,애호박,1개,333,Jul-12,"경기도,노지호박,3개1,000원",1,전통시장,320000,도봉구
323898,26,신창시장,58,"쇠고기(한우,불고기)",600g(1+등급),17400,Jul-12,"전북정읍,100g2,900원",1,전통시장,320000,도봉구
323899,26,신창시장,99,돼지고기(생삼겹살),600g,9900,Jul-12,"충청도,100g1,650원",1,전통시장,320000,도봉구
323900,26,신창시장,283,닭고기(육계),1마리(1kg),5000,Jul-12,"체리부로, 충북진천",1,전통시장,320000,도봉구
323901,26,신창시장,181,달걀(왕란),10개,1500,Jul-12,"철원, 30개 4,500원",1,전통시장,320000,도봉구
323902,26,신창시장,259,"조기(냉동,국산)",1마리(22cm),1429,Jul-12,"제주, 7마리 10,000원17cm",1,전통시장,320000,도봉구
323903,26,신창시장,152,"명태(러시아,냉동)",1마리(45cm),3000,Jul-12,,1,전통시장,320000,도봉구
323904,26,신창시장,254,"오징어(생물,국산)",1마리,2000,Jul-12,"동해, 2마리4,000원",1,전통시장,320000,도봉구
323905,26,신창시장,266,"고등어(생물,국산)","1마리(중,33cm)",3500,Jul-12,부산,1,전통시장,320000,도봉구
323906,10,용문시장,305,"사과(부사, 300g)",1개,3000,Jul-12,2개 6000,1,전통시장,170000,용산구
323907,10,용문시장,306,"배(신고, 600g)",1개,3500,Jul-12,,1,전통시장,170000,용산구
323908,10,용문시장,307,배추(2.5~3kg),1포기,3000,Jul-12,1망 9000,1,전통시장,170000,용산구
323909,10,용문시장,308,무(1kg),1개,1200,Jul-12,,1,전통시장,170000,용산구
323910,10,용문시장,309,양파(1.5kg망),1망,1800,Jul-12,국내산,1,전통시장,170000,용산구
323911,10,용문시장,23,상추,1봉지(100g),1300,Jul-12,,1,전통시장,170000,용산구
323912,10,용문시장,311,오이(다다기),1개,367,Jul-12,3개1100,1,전통시장,170000,용산구
323913,10,용문시장,312,애호박,1개,850,Jul-12,,1,전통시장,170000,용산구
323914,10,용문시장,58,"쇠고기(한우,불고기)",600g(1등급),9900,Jul-12,유구,1,전통시장,170000,용산구
323915,10,용문시장,99,돼지고기(생삼겹살),600g,10800,Jul-12,,1,전통시장,170000,용산구
323916,10,용문시장,283,닭고기(육계),1마리(1000g),6000,Jul-12,하림닭,1,전통시장,170000,용산구
323917,10,용문시장,134,달걀(왕란),10개,2650,Jul-12,텃골영양란,1,전통시장,170000,용산구
323918,10,용문시장,136,"조기(국산,생물)",1마리(20cm),834,Jul-12,12마리 10000,1,전통시장,170000,용산구
323919,10,용문시장,315,"명태(45cm,수입산)",1마리(45cm),3000,Jul-12,러시아,1,전통시장,170000,용산구
323920,10,용문시장,254,"오징어(생물,국산)",1마리(25m),3000,Jul-12,2마리 6000,1,전통시장,170000,용산구
323921,10,용문시장,266,"고등어(생물,국산)",1마리(30cm),4000,Jul-12,국산,1,전통시장,170000,용산구
323922,202,구로시장,305,"사과(부사, 300g)",1개,2500,Jul-12,국내산,1,전통시장,530000,구로구
323923,202,구로시장,306,"배(신고, 600g)",1개,3000,Jul-12,신고,1,전통시장,530000,구로구
323924,202,구로시장,307,배추(2.5~3kg),1포기,2500,Jul-12,국내산,1,전통시장,530000,구로구
323925,202,구로시장,308,무(1kg),1개,1000,Jul-12,국내산,1,전통시장,530000,구로구
323926,202,구로시장,272,양파(작은망),1망,2000,Jul-12,국내산,1,전통시장,530000,구로구
323927,202,구로시장,310,상추(100g),100g,500,Jul-12,국내산,1,전통시장,530000,구로구
323928,202,구로시장,311,오이(다다기),1개,400,Jul-12,국내산,1,전통시장,530000,구로구
323929,202,구로시장,312,애호박,1개,500,Jul-12,국내산,1,전통시장,530000,구로구
323930,202,구로시장,58,"쇠고기(한우,불고기)",600g,22000,Jul-12,농협부천,1,전통시장,530000,구로구
323931,202,구로시장,202,돼지고기(생삼겹살),600g,13500,Jul-12,협신식품,1,전통시장,530000,구로구
323932,202,구로시장,283,닭고기(육계),1마리,5000,Jul-12,금보,1,전통시장,530000,구로구
323933,202,구로시장,181,달걀(왕란),10개,1266,Jul-12,국내산,1,전통시장,530000,구로구
323934,202,구로시장,260,"조기(냉동,수입산)",1마리,2500,Jul-12,부세조기,1,전통시장,530000,구로구
323935,202,구로시장,152,"명태(러시아,냉동)",1마리,1500,Jul-12,,1,전통시장,530000,구로구
323936,202,구로시장,254,"오징어(생물,국산)",1마리,1500,Jul-12,,1,전통시장,530000,구로구
323937,202,구로시장,266,"고등어(생물,국산)",1마리,1500,Jul-12,,1,전통시장,530000,구로구
323938,6,이마트 용산점,305,"사과(부사, 300g)",1개,6150,Jul-12,2개 12300 sc사과,2,대형마트,170000,용산구
323939,6,이마트 용산점,306,"배(신고, 600g)",1개,5900,Jul-12,2개11800 sc배,2,대형마트,170000,용산구
323940,6,이마트 용산점,307,배추(2.5~3kg),1포기,2980,Jul-12,햇배추,2,대형마트,170000,용산구
323941,6,이마트 용산점,308,무(1kg),1개,2380,Jul-12,햇무,2,대형마트,170000,용산구
323942,6,이마트 용산점,309,양파(1.5kg망),1망 ,3180,Jul-12,,2,대형마트,170000,용산구
323943,6,이마트 용산점,23,상추,1봉지(150g),1880,Jul-12,예냉적상추,2,대형마트,170000,용산구
323944,6,이마트 용산점,311,오이(다다기),1개,994,Jul-12,3개 2980,2,대형마트,170000,용산구
323945,6,이마트 용산점,312,애호박,1개,990,Jul-12,2개 1980,2,대형마트,170000,용산구
323946,6,이마트 용산점,131,쇠고기(한우1등급),600g(++),20400,Jul-12,100g  33400,2,대형마트,170000,용산구
323947,6,이마트 용산점,99,돼지고기(생삼겹살),600g,11700,Jul-12,100g1950,2,대형마트,170000,용산구
323948,6,이마트 용산점,283,닭고기(육계),1마리1kg,6630,Jul-12,akslzj 100g 663,2,대형마트,170000,용산구
323949,6,이마트 용산점,134,달걀(왕란),15개,2780,Jul-12,난이생생,2,대형마트,170000,용산구
323950,6,이마트 용산점,144,"조기(국산,냉동)",1마리(25cm),990,Jul-12,10마리 9900,2,대형마트,170000,용산구
323951,6,이마트 용산점,315,"명태(45cm,수입산)",1마리(45cm),1980,Jul-12,러시아,2,대형마트,170000,용산구
323952,6,이마트 용산점,254,"오징어(생물,국산)",1마리(15m),2280,Jul-12,2마리 4560,2,대형마트,170000,용산구
323953,6,이마트 용산점,266,"고등어(생물,국산)",1마리(30cm),2800,Jul-12,2마리 5600국산,2,대형마트,170000,용산구
323954,33,현대백화점 신촌점,28,사과,1개(250g),6000,Jul-12,"경북 청송 4개-24,000 ",2,대형마트,410000,서대문구
323955,33,현대백화점 신촌점,27,배,1개(600g),6300,Jul-12,"충남 천안 3개-19,000원",2,대형마트,410000,서대문구
323956,33,현대백화점 신촌점,125,배추(국산),1포기2.1kg),4500,Jul-12,해남 ,2,대형마트,410000,서대문구
323957,33,현대백화점 신촌점,308,무(1kg),1개(2.2kg),2900,Jul-12,전라도,2,대형마트,410000,서대문구
323958,33,현대백화점 신촌점,24,양파,1망(1.8kg),4700,Jul-12,햇양파 무안 문경미네.,2,대형마트,410000,서대문구
323959,33,현대백화점 신촌점,310,상추(100g),1봉지,1800,Jul-12,경기 용인 친환경,2,대형마트,410000,서대문구
323960,33,현대백화점 신촌점,311,오이(다다기),1개,700,Jul-12,강원 홍천 세일가,2,대형마트,410000,서대문구
323961,33,현대백화점 신촌점,312,애호박,1개 ,900,Jul-12,어하동동 애호박.양주,2,대형마트,410000,서대문구
323962,33,현대백화점 신촌점,131,쇠고기(한우1등급),600g,13200,Jul-12,"100g-2,200원 농협음성 세일가",2,대형마트,410000,서대문구
323963,33,현대백화점 신촌점,99,돼지고기(생삼겹살),600g,14880,Jul-12,"100g-2,480원 선진포크 세일가",2,대형마트,410000,서대문구
323964,33,현대백화점 신촌점,283,닭고기(육계),1마리(1.1kg),10000,Jul-12,참진 토종닭,2,대형마트,410000,서대문구
323965,33,현대백화점 신촌점,17,달걀,10개,3100,Jul-12,복분자란. 이레축산,2,대형마트,410000,서대문구
323966,33,현대백화점 신촌점,136,"조기(국산,생물)",1마리(25cm),8000,Jul-12,백조기.제주,2,대형마트,410000,서대문구
323967,33,현대백화점 신촌점,265,"명태(생물,수입산)",1마리,0,Jul-12,없음,2,대형마트,410000,서대문구
323968,33,현대백화점 신촌점,254,"오징어(생물,국산)",1마리,2500,Jul-12,속초.  ,2,대형마트,410000,서대문구
323969,33,현대백화점 신촌점,266,"고등어(생물,국산)",1마리(30cm),4500,Jul-12,부산 ,2,대형마트,410000,서대문구
323970,20,영등포 재래시장,305,"사과(부사, 300g)",1개,2000,Jul-12,,1,전통시장,560000,영등포구
323971,20,영등포 재래시장,306,"배(신고, 600g)",1개,3000,Jul-12,신고,1,전통시장,560000,영등포구
323972,20,영등포 재래시장,26,배추,1포기,1000,Jul-12,알배추,1,전통시장,560000,영등포구
323973,20,영등포 재래시장,308,무(1kg),1개,1000,Jul-12,,1,전통시장,560000,영등포구
323974,20,영등포 재래시장,24,양파,2Kg,3000,Jul-12,햇양파,1,전통시장,560000,영등포구
323975,20,영등포 재래시장,310,상추(100g),100g,1000,Jul-12,,1,전통시장,560000,영등포구
323976,20,영등포 재래시장,311,오이(다다기),1개,400,Jul-12,5/2000원,1,전통시장,560000,영등포구
323977,20,영등포 재래시장,312,애호박,1개,800,Jul-12,,1,전통시장,560000,영등포구
323978,20,영등포 재래시장,58,"쇠고기(한우,불고기)",600g(1등급),20000,Jul-12,,1,전통시장,560000,영등포구
323979,20,영등포 재래시장,52,돼지고기(삼겹살),600g,10800,Jul-12,생삼겹,1,전통시장,560000,영등포구
323980,20,영등포 재래시장,283,닭고기(육계),1마리,5500,Jul-12,국내산,1,전통시장,560000,영등포구
323981,20,영등포 재래시장,134,달걀(왕란),10개,1830,Jul-12,30개/5500,1,전통시장,560000,영등포구
323982,20,영등포 재래시장,144,"조기(국산,냉동)",1마리 ,1000,Jul-12,,1,전통시장,560000,영등포구
323983,20,영등포 재래시장,152,"명태(러시아,냉동)",1마리 (30cm),1500,Jul-12,동태,1,전통시장,560000,영등포구
323984,20,영등포 재래시장,254,"오징어(생물,국산)",1마리 (25cm),2000,Jul-12,,1,전통시장,560000,영등포구
323985,20,영등포 재래시장,266,"고등어(생물,국산)",1마리 (20cm),3000,Jul-12,,1,전통시장,560000,영등포구
323986,206,하나로클럽 미아점,305,"사과(부사, 300g)",1개(305g),4033,Jul-12,아침마루 3개14100원,2,대형마트,305000,강북구
323987,206,하나로클럽 미아점,306,"배(신고, 600g)",1개(586g),4233,Jul-12,아침마루3개12700원세일,2,대형마트,305000,강북구
323988,206,하나로클럽 미아점,307,배추(2.5~3kg),1포기(2.8kg),2400,Jul-12,,2,대형마트,305000,강북구
323989,206,하나로클럽 미아점,308,무(1kg),1개(1.2kg),1900,Jul-12,,2,대형마트,305000,강북구
323990,206,하나로클럽 미아점,309,양파(1.5kg망),1망,2700,Jul-12,무안,2,대형마트,305000,강북구
323991,206,하나로클럽 미아점,310,상추(100g),100g,820,Jul-12,,2,대형마트,305000,강북구
323992,206,하나로클럽 미아점,311,오이(다다기),1개,650,Jul-12,아침마루3개1950원,2,대형마트,305000,강북구
323993,206,하나로클럽 미아점,119,호박(인큐베이터),1개,800,Jul-12,아침마루 애호박,2,대형마트,305000,강북구
323994,206,하나로클럽 미아점,106,쇠고기(한우2등급),600g(2등급),9000,Jul-12,전남장흥100g1500원,2,대형마트,305000,강북구
323995,206,하나로클럽 미아점,99,돼지고기(생삼겹살),600g,11940,Jul-12,목우촌100g1990원,2,대형마트,305000,강북구
323996,206,하나로클럽 미아점,18,닭고기,1마리(1.15kg),7570,Jul-12,목우촌 ,2,대형마트,305000,강북구
323997,206,하나로클럽 미아점,134,달걀(왕란),10개,2220,Jul-12,농협안심신선란세일,2,대형마트,305000,강북구
323998,206,하나로클럽 미아점,259,"조기(냉동,국산)",1마리(25cm),3500,Jul-12,참조기,2,대형마트,305000,강북구
323999,206,하나로클럽 미아점,264,"명태(냉동,수입산)",1마리(29cm),1500,Jul-12,"동태, 러시아",2,대형마트,305000,강북구
324000,206,하나로클럽 미아점,254,"오징어(생물,국산)",1마리(35cm),2600,Jul-12,"동해,",2,대형마트,305000,강북구
324001,206,하나로클럽 미아점,266,"고등어(생물,국산)",1마리(30cm),1650,Jul-12,"남해,작음",2,대형마트,305000,강북구
324002,55,광장시장,305,"사과(부사, 300g)",1개,3500,Jul-12,의성(사과),1,전통시장,110000,종로구
324003,55,광장시장,306,"배(신고, 600g)",1개,4000,Jul-12,안성,1,전통시장,110000,종로구
324004,55,광장시장,307,배추(2.5~3kg),1포기,3000,Jul-12,국내산(배추),1,전통시장,110000,종로구
324005,55,광장시장,308,무(1kg),1개,2000,Jul-12,제주산,1,전통시장,110000,종로구
324006,55,광장시장,309,양파(1.5kg망),1망,2000,Jul-12,무안,1,전통시장,110000,종로구
324007,55,광장시장,310,상추(100g),100g,630,Jul-12,충주(1근2500),1,전통시장,110000,종로구
324008,55,광장시장,311,오이(다다기),1개,300,Jul-12,상주,1,전통시장,110000,종로구
324009,55,광장시장,277,호박,1개,700,Jul-12,"고성, 인큐",1,전통시장,110000,종로구
324010,55,광장시장,58,"쇠고기(한우,불고기)",600g,20000,Jul-12,2등급농협서울-도축장,1,전통시장,110000,종로구
324011,55,광장시장,99,돼지고기(생삼겹살),600g,13000,Jul-12,국내산대구,1,전통시장,110000,종로구
324012,55,광장시장,283,닭고기(육계),1마리(1kg),5000,Jul-12,하림,1,전통시장,110000,종로구
324013,55,광장시장,181,달걀(왕란),10개,2000,Jul-12,영양란,1,전통시장,110000,종로구
324014,55,광장시장,260,"조기(냉동,수입산)",1마리(20cm),5000,Jul-12,중국,1,전통시장,110000,종로구
324015,55,광장시장,264,"명태(냉동,수입산)",1마리(45cm),8000,Jul-12,"생태, 미국산(",1,전통시장,110000,종로구
324016,55,광장시장,256,"오징어(냉동,국산)",1마리(25cm),2000,Jul-12,"제주, 선동",1,전통시장,110000,종로구
324017,55,광장시장,266,"고등어(생물,국산)",1마리(30cm),3000,Jul-12,국내산부산),1,전통시장,110000,종로구
324018,66,수유재래시장,305,"사과(부사, 300g)",1개(320g),3500,Jul-12,부사 ,1,전통시장,305000,강북구
324019,66,수유재래시장,306,"배(신고, 600g)",1개(602g),4000,Jul-12,성환(신고),1,전통시장,305000,강북구
324020,66,수유재래시장,307,배추(2.5~3kg),1포기,3333,Jul-12,배추 1망10000원,1,전통시장,305000,강북구
324021,66,수유재래시장,25,무,1개(1.2kg),1500,Jul-12,,1,전통시장,305000,강북구
324022,66,수유재래시장,24,양파,1망,2000,Jul-12,무안,1,전통시장,305000,강북구
324023,66,수유재래시장,310,상추(100g),100g,750,Jul-12,1근3000원,1,전통시장,305000,강북구
324024,66,수유재래시장,311,오이(다다기),1개,400,Jul-12,5개2000원,1,전통시장,305000,강북구
324025,66,수유재래시장,277,호박,1개,600,Jul-12,조선애호박,1,전통시장,305000,강북구
324026,66,수유재래시장,58,"쇠고기(한우,불고기)",600g(1등급),14800,Jul-12,(육우1등급)부천농협경매,1,전통시장,305000,강북구
324027,66,수유재래시장,99,돼지고기(생삼겹살),600g,9800,Jul-12,충북,1,전통시장,305000,강북구
324028,66,수유재래시장,283,닭고기(육계),1마리(1.1kg),5000,Jul-12,동우,1,전통시장,305000,강북구
324029,66,수유재래시장,181,달걀(왕란),10개,1333,Jul-12,"1판4,000원",1,전통시장,305000,강북구
324030,66,수유재래시장,258,"조기(생물,국산)",1마리(25cm),3000,Jul-12,"참조기,10마리30000원",1,전통시장,305000,강북구
324031,66,수유재래시장,315,"명태(45cm,수입산)",1마리(cm),0,Jul-12,미판매,1,전통시장,305000,강북구
324032,66,수유재래시장,254,"오징어(생물,국산)",1마리(33cm),1666,Jul-12,동해3마리5000원,1,전통시장,305000,강북구
324033,66,수유재래시장,268,"고등어(냉동,국산)",1마리(35cm),4000,Jul-12,,1,전통시장,305000,강북구
324034,22,이마트 여의도점,28,사과,1개,2475,Jul-12, 당찬사과 4/9900 ,2,대형마트,560000,영등포구
324035,22,이마트 여의도점,27,배,1개,3300,Jul-12,당찬배 3개 9900,2,대형마트,560000,영등포구
324036,22,이마트 여의도점,26,배추,1포기,2180,Jul-12,이마트후레쉬,2,대형마트,560000,영등포구
324037,22,이마트 여의도점,274,"무(세척무, 중)",1개,1380,Jul-12,제주무,2,대형마트,560000,영등포구
324038,22,이마트 여의도점,272,양파(작은망),1망(1.5kg),2480,Jul-12,망양파,2,대형마트,560000,영등포구
324039,22,이마트 여의도점,23,상추,1봉지,1380,Jul-12,적상추,2,대형마트,560000,영등포구
324040,22,이마트 여의도점,311,오이(다다기),1개,540,Jul-12,,2,대형마트,560000,영등포구
324041,22,이마트 여의도점,312,애호박,1개,1250,Jul-12,이마트후레쉬,2,대형마트,560000,영등포구
324042,22,이마트 여의도점,131,쇠고기(한우1등급),600g,20400,Jul-12,설도100g3400원,2,대형마트,560000,영등포구
324043,22,이마트 여의도점,202,돼지고기(생삼겹살),600g,11700,Jul-12,생삼겹살100g1950원,2,대형마트,560000,영등포구
324044,22,이마트 여의도점,283,닭고기(육계),1마리,7580,Jul-12,국내11호,2,대형마트,560000,영등포구
324045,22,이마트 여의도점,17,달걀,10개,2333,Jul-12,난이생생3500,2,대형마트,560000,영등포구
324046,22,이마트 여의도점,136,"조기(국산,생물)",1마리(25cm),1980,Jul-12,참조기중,2,대형마트,560000,영등포구
324047,22,이마트 여의도점,152,"명태(러시아,냉동)",1마리,7800,Jul-12,러시아 알동태,2,대형마트,560000,영등포구
324048,22,이마트 여의도점,254,"오징어(생물,국산)",1마리(25cm),2480,Jul-12,국산생물,2,대형마트,560000,영등포구
324049,22,이마트 여의도점,266,"고등어(생물,국산)",1마리(30cm),4200,Jul-12,생물,2,대형마트,560000,영등포구
324050,82,롯데마트 강변점,305,"사과(부사, 300g)",1개,1816,Jul-12,당도선별 (부사),2,대형마트,215000,광진구
324051,82,롯데마트 강변점,306,"배(신고, 600g)",1개,3450,Jul-12,당도선별,2,대형마트,215000,광진구
324052,82,롯데마트 강변점,307,배추(2.5~3kg),1포기,0,Jul-12,,2,대형마트,215000,광진구
324053,82,롯데마트 강변점,308,무(1kg),1개,2500,Jul-12,햇무,2,대형마트,215000,광진구
324054,82,롯데마트 강변점,309,양파(1.5kg망),1망(),3800,Jul-12,아삭아삭햇양파,2,대형마트,215000,광진구
324055,82,롯데마트 강변점,310,상추(100g),1봉지,1600,Jul-12,예냉,2,대형마트,215000,광진구
324056,82,롯데마트 강변점,311,오이(다다기),1개,800,Jul-12,다다기오이,2,대형마트,215000,광진구
324057,82,롯데마트 강변점,312,애호박,1개,1400,Jul-12,북서울,2,대형마트,215000,광진구
324058,82,롯데마트 강변점,58,"쇠고기(한우,불고기)",600g(1등급),27000,Jul-12,도드람,2,대형마트,215000,광진구
324059,82,롯데마트 강변점,99,돼지고기(생삼겹살),600g,21000,Jul-12,삼다돈,2,대형마트,215000,광진구
324060,82,롯데마트 강변점,283,닭고기(육계),1마리(1kg),8200,Jul-12,하림(닭복음탕),2,대형마트,215000,광진구
324061,82,롯데마트 강변점,134,달걀(왕란),10개,2800,Jul-12,농협특란,2,대형마트,215000,광진구
324062,82,롯데마트 강변점,314,"냉동참조기(20cm,국산)",1마리(20cm),1180,Jul-12,제주(소),2,대형마트,215000,광진구
324063,82,롯데마트 강변점,265,"명태(생물,수입산)",1마리(45cm),0,Jul-12,,2,대형마트,215000,광진구
324064,82,롯데마트 강변점,254,"오징어(생물,국산)",1마리(20cm),3200,Jul-12,,2,대형마트,215000,광진구
324065,82,롯데마트 강변점,266,"고등어(생물,국산)",1마리(30cm)  ,2450,Jul-12,,2,대형마트,215000,광진구
324066,105,행복한세상 목동점(하나로마트),305,"사과(부사, 300g)",1개,2400,Jul-12,청원 안심사과,2,대형마트,470000,양천구
324067,105,행복한세상 목동점(하나로마트),306,"배(신고, 600g)",1개,4900,Jul-12,뜰안에,2,대형마트,470000,양천구
324068,105,행복한세상 목동점(하나로마트),307,배추(2.5~3kg),1포기,2800,Jul-12,해남,2,대형마트,470000,양천구
324069,105,행복한세상 목동점(하나로마트),308,무(1kg),1개,2980,Jul-12,제주 ,2,대형마트,470000,양천구
324070,105,행복한세상 목동점(하나로마트),309,양파(1.5kg망),1망,3280,Jul-12,김천,2,대형마트,470000,양천구
324071,105,행복한세상 목동점(하나로마트),310,상추(100g),100g,972,Jul-12,남원 ,2,대형마트,470000,양천구
324072,105,행복한세상 목동점(하나로마트),312,애호박,1개,576,Jul-12,광양 빛그린,2,대형마트,470000,양천구
324073,105,행복한세상 목동점(하나로마트),22,오이,1개,480,Jul-12,,2,대형마트,470000,양천구
324074,105,행복한세상 목동점(하나로마트),278,쇠고기,600g,22080,Jul-12,한우,2,대형마트,470000,양천구
324075,105,행복한세상 목동점(하나로마트),202,돼지고기(생삼겹살),600g,14880,Jul-12,국산,2,대형마트,470000,양천구
324076,105,행복한세상 목동점(하나로마트),18,닭고기,1마리,4000,Jul-12,하림(581g),2,대형마트,470000,양천구
324077,105,행복한세상 목동점(하나로마트),17,달걀,10개,2360,Jul-12,생생란,2,대형마트,470000,양천구
324078,105,행복한세상 목동점(하나로마트),260,"조기(냉동,수입산)",1마리,4000,Jul-12,,2,대형마트,470000,양천구
324079,105,행복한세상 목동점(하나로마트),317,"명태(45cm,국산)",1마리,0,Jul-12,미입고,2,대형마트,470000,양천구
324080,105,행복한세상 목동점(하나로마트),54,오징어(냉동),1마리(20cm),1400,Jul-12,국산 생물,2,대형마트,470000,양천구
324081,105,행복한세상 목동점(하나로마트),266,"고등어(생물,국산)",1마리(30cm),3500,Jul-12,,2,대형마트,470000,양천구
324082,75,이마트 성수점,305,"사과(부사, 300g)",1개,5450,Jul-12,sc사과2개10900원,2,대형마트,200000,성동구
324083,75,이마트 성수점,306,"배(신고, 600g)",1개,5450,Jul-12,sc배2개10900원,2,대형마트,200000,성동구
324084,75,이마트 성수점,125,배추(국산),1포기(2kg),2480,Jul-12,햇배추,2,대형마트,200000,성동구
324085,75,이마트 성수점,308,무(1kg),1개(1kg정도),1880,Jul-12,,2,대형마트,200000,성동구
324086,75,이마트 성수점,272,양파(작은망),1망,2480,Jul-12,양파행사1.5kg,2,대형마트,200000,성동구
324087,75,이마트 성수점,310,상추(100g),1봉지,850,Jul-12,적상추,2,대형마트,200000,성동구
324088,75,이마트 성수점,22,오이,1개,580,Jul-12,백오이 5개2900원 ,2,대형마트,200000,성동구
324089,75,이마트 성수점,119,호박(인큐베이터),1개,980,Jul-12,,2,대형마트,200000,성동구
324090,75,이마트 성수점,58,"쇠고기(한우,불고기)",600g,19200,Jul-12,설도 100g 3200원,2,대형마트,200000,성동구
